Target	Regulator
ENSMUSG00000028702	TF007
ENSMUSG00000028702	TF018
ENSMUSG00000028702	TF020
ENSMUSG00000028757	TF019
ENSMUSG00000028757	TF020
ENSMUSG00000028757	TF031
ENSMUSG00000029431	TF002
ENSMUSG00000029431	TF006
ENSMUSG00000029431	TF023
ENSMUSG00000029437	TF010
ENSMUSG00000029437	TF014
ENSMUSG00000029437	TF029
ENSMUSG00000029462	TF006
ENSMUSG00000029462	TF007
ENSMUSG00000029462	TF009
ENSMUSG00000029556	TF007
ENSMUSG00000029556	TF022
ENSMUSG00000029556	TF026
ENSMUSG00000029777	TF011
ENSMUSG00000029777	TF014
ENSMUSG00000029777	TF039
ENSMUSG00000029911	TF023
ENSMUSG00000029911	TF027
ENSMUSG00000029911	TF032
ENSMUSG00000030088	TF010
ENSMUSG00000030088	TF014
ENSMUSG00000030088	TF021
ENSMUSG00000030237	TF009
ENSMUSG00000030237	TF014
ENSMUSG00000030237	TF033
ENSMUSG00000030255	TF006
ENSMUSG00000030255	TF017
ENSMUSG00000030255	TF039
ENSMUSG00000030378	TF015
ENSMUSG00000030378	TF022
ENSMUSG00000030378	TF030
ENSMUSG00000030528	TF003
ENSMUSG00000030528	TF030
ENSMUSG00000030528	TF035
ENSMUSG00000030539	TF010
ENSMUSG00000030539	TF011
ENSMUSG00000030539	TF014
ENSMUSG00000030584	TF006
ENSMUSG00000030584	TF035
ENSMUSG00000030584	TF039
ENSMUSG00000030610	TF005
ENSMUSG00000030610	TF026
ENSMUSG00000030610	TF039
ENSMUSG00000030670	TF000
ENSMUSG00000030670	TF006
ENSMUSG00000030670	TF014
ENSMUSG00000030717	TF002
ENSMUSG00000030717	TF013
ENSMUSG00000030717	TF031
ENSMUSG00000030726	TF016
ENSMUSG00000030726	TF037
ENSMUSG00000030726	TF039
ENSMUSG00000031201	TF011
ENSMUSG00000031201	TF023
ENSMUSG00000031201	TF030
ENSMUSG00000031349	TF017
ENSMUSG00000031349	TF033
ENSMUSG00000031349	TF036
ENSMUSG00000031497	TF006
ENSMUSG00000031497	TF015
ENSMUSG00000031497	TF033
ENSMUSG00000031865	TF021
ENSMUSG00000031865	TF033
ENSMUSG00000031865	TF038
ENSMUSG00000032018	TF022
ENSMUSG00000032018	TF024
ENSMUSG00000032018	TF027
ENSMUSG00000032034	TF003
ENSMUSG00000032034	TF010
ENSMUSG00000032034	TF022
ENSMUSG00000032109	TF017
ENSMUSG00000032109	TF019
ENSMUSG00000032109	TF038
ENSMUSG00000032116	TF008
ENSMUSG00000032116	TF010
ENSMUSG00000032116	TF013
ENSMUSG00000032123	TF010
ENSMUSG00000032123	TF027
ENSMUSG00000032123	TF038
ENSMUSG00000032127	TF007
ENSMUSG00000032127	TF011
ENSMUSG00000032127	TF030
ENSMUSG00000032179	TF006
ENSMUSG00000032179	TF019
ENSMUSG00000032179	TF023
ENSMUSG00000032280	TF022
ENSMUSG00000032280	TF026
ENSMUSG00000032280	TF033
ENSMUSG00000032281	TF002
ENSMUSG00000032281	TF013
ENSMUSG00000032281	TF017
ENSMUSG00000032328	TF003
ENSMUSG00000032328	TF006
ENSMUSG00000032328	TF037
ENSMUSG00000032563	TF014
ENSMUSG00000032563	TF021
ENSMUSG00000032563	TF034
ENSMUSG00000032688	TF002
ENSMUSG00000032688	TF031
ENSMUSG00000032688	TF034
ENSMUSG00000032757	TF005
ENSMUSG00000032757	TF006
ENSMUSG00000032757	TF034
ENSMUSG00000033809	TF012
ENSMUSG00000033809	TF033
ENSMUSG00000033809	TF034
ENSMUSG00000033965	TF006
ENSMUSG00000033965	TF022
ENSMUSG00000033965	TF023
ENSMUSG00000034329	TF004
ENSMUSG00000034329	TF014
ENSMUSG00000034329	TF023
ENSMUSG00000034687	TF010
ENSMUSG00000034687	TF030
ENSMUSG00000034687	TF038
ENSMUSG00000034780	TF014
ENSMUSG00000034780	TF021
ENSMUSG00000034780	TF039
ENSMUSG00000036620	TF005
ENSMUSG00000036620	TF020
ENSMUSG00000036620	TF021
ENSMUSG00000036880	TF003
ENSMUSG00000036880	TF026
ENSMUSG00000036880	TF034
ENSMUSG00000036992	TF014
ENSMUSG00000036992	TF021
ENSMUSG00000036992	TF031
ENSMUSG00000037306	TF009
ENSMUSG00000037306	TF010
ENSMUSG00000037306	TF035
ENSMUSG00000037537	TF006
ENSMUSG00000037537	TF018
ENSMUSG00000037537	TF027
ENSMUSG00000037583	TF002
ENSMUSG00000037583	TF018
ENSMUSG00000037583	TF033
ENSMUSG00000037797	TF018
ENSMUSG00000037797	TF019
ENSMUSG00000037797	TF030
ENSMUSG00000038496	TF011
ENSMUSG00000038496	TF022
ENSMUSG00000038496	TF038
ENSMUSG00000038521	TF006
ENSMUSG00000038521	TF014
ENSMUSG00000038521	TF029
ENSMUSG00000038644	TF001
ENSMUSG00000038644	TF016
ENSMUSG00000038644	TF025
ENSMUSG00000039089	TF022
ENSMUSG00000039089	TF026
ENSMUSG00000039089	TF031
ENSMUSG00000039713	TF001
ENSMUSG00000039713	TF006
ENSMUSG00000039713	TF038
ENSMUSG00000039740	TF004
ENSMUSG00000039740	TF013
ENSMUSG00000039740	TF030
ENSMUSG00000039774	TF005
ENSMUSG00000039774	TF006
ENSMUSG00000039774	TF017
ENSMUSG00000040364	TF003
ENSMUSG00000040364	TF008
ENSMUSG00000040364	TF021
ENSMUSG00000040385	TF005
ENSMUSG00000040385	TF022
ENSMUSG00000040385	TF038
ENSMUSG00000040462	TF007
ENSMUSG00000040462	TF033
ENSMUSG00000040462	TF038
ENSMUSG00000041147	TF006
ENSMUSG00000041147	TF018
ENSMUSG00000041147	TF038
ENSMUSG00000041238	TF014
ENSMUSG00000041238	TF016
ENSMUSG00000041238	TF025
ENSMUSG00000041380	TF010
ENSMUSG00000041380	TF017
ENSMUSG00000041380	TF026
ENSMUSG00000041488	TF011
ENSMUSG00000041488	TF020
ENSMUSG00000041488	TF022
ENSMUSG00000041650	TF006
ENSMUSG00000041650	TF009
ENSMUSG00000041650	TF010
ENSMUSG00000041660	TF010
ENSMUSG00000041660	TF025
ENSMUSG00000041660	TF034
ENSMUSG00000042410	TF010
ENSMUSG00000042410	TF024
ENSMUSG00000042410	TF039
ENSMUSG00000042541	TF023
ENSMUSG00000042541	TF028
ENSMUSG00000042541	TF033
ENSMUSG00000042628	TF015
ENSMUSG00000042628	TF018
ENSMUSG00000042628	TF039
ENSMUSG00000042772	TF025
ENSMUSG00000042772	TF035
ENSMUSG00000042772	TF038
ENSMUSG00000044024	TF006
ENSMUSG00000044024	TF018
ENSMUSG00000044024	TF034
ENSMUSG00000044039	TF010
ENSMUSG00000044039	TF038
ENSMUSG00000044039	TF039
ENSMUSG00000044702	TF008
ENSMUSG00000044702	TF009
ENSMUSG00000044702	TF034
ENSMUSG00000045883	TF002
ENSMUSG00000045883	TF009
ENSMUSG00000045883	TF037
ENSMUSG00000046223	TF021
ENSMUSG00000046223	TF022
ENSMUSG00000046223	TF026
ENSMUSG00000046434	TF001
ENSMUSG00000046434	TF021
ENSMUSG00000046434	TF030
ENSMUSG00000047517	TF002
ENSMUSG00000047517	TF030
ENSMUSG00000047517	TF038
ENSMUSG00000047854	TF003
ENSMUSG00000047854	TF008
ENSMUSG00000047854	TF037
ENSMUSG00000047878	TF007
ENSMUSG00000047878	TF028
ENSMUSG00000047878	TF038
ENSMUSG00000047980	TF003
ENSMUSG00000047980	TF013
ENSMUSG00000047980	TF026
ENSMUSG00000048251	TF002
ENSMUSG00000048251	TF023
ENSMUSG00000048251	TF026
ENSMUSG00000048456	TF003
ENSMUSG00000048456	TF010
ENSMUSG00000048456	TF017
ENSMUSG00000049456	TF006
ENSMUSG00000049456	TF011
ENSMUSG00000049456	TF025
ENSMUSG00000050435	TF005
ENSMUSG00000050435	TF020
ENSMUSG00000050435	TF038
ENSMUSG00000050742	TF006
ENSMUSG00000050742	TF013
ENSMUSG00000050742	TF034
ENSMUSG00000050865	TF014
ENSMUSG00000050865	TF034
ENSMUSG00000050865	TF035
ENSMUSG00000051650	TF000
ENSMUSG00000051650	TF033
ENSMUSG00000051650	TF038
ENSMUSG00000051768	TF003
ENSMUSG00000051768	TF028
ENSMUSG00000051768	TF033
ENSMUSG00000052423	TF009
ENSMUSG00000052423	TF032
ENSMUSG00000052423	TF038
ENSMUSG00000053146	TF014
ENSMUSG00000053146	TF018
ENSMUSG00000053146	TF021
ENSMUSG00000053604	TF003
ENSMUSG00000053604	TF010
ENSMUSG00000053604	TF017
ENSMUSG00000053856	TF009
ENSMUSG00000053856	TF010
ENSMUSG00000053856	TF011
ENSMUSG00000054293	TF009
ENSMUSG00000054293	TF010
ENSMUSG00000054293	TF014
ENSMUSG00000055373	TF017
ENSMUSG00000055373	TF022
ENSMUSG00000055373	TF025
ENSMUSG00000055891	TF010
ENSMUSG00000055891	TF011
ENSMUSG00000055891	TF038
ENSMUSG00000056234	TF011
ENSMUSG00000056234	TF019
ENSMUSG00000056234	TF030
ENSMUSG00000056305	TF011
ENSMUSG00000056305	TF032
ENSMUSG00000056305	TF039
ENSMUSG00000056394	TF008
ENSMUSG00000056394	TF026
ENSMUSG00000056394	TF029
ENSMUSG00000056564	TF001
ENSMUSG00000056564	TF010
ENSMUSG00000056564	TF026
ENSMUSG00000057003	TF007
ENSMUSG00000057003	TF010
ENSMUSG00000057003	TF013
ENSMUSG00000057425	TF025
ENSMUSG00000057425	TF034
ENSMUSG00000057425	TF038
ENSMUSG00000058454	TF010
ENSMUSG00000058454	TF011
ENSMUSG00000058454	TF016
ENSMUSG00000058491	TF010
ENSMUSG00000058491	TF029
ENSMUSG00000058491	TF038
ENSMUSG00000059303	TF006
ENSMUSG00000059303	TF015
ENSMUSG00000059303	TF021
ENSMUSG00000060459	TF013
ENSMUSG00000060459	TF027
ENSMUSG00000060459	TF034
ENSMUSG00000060742	TF021
ENSMUSG00000060742	TF034
ENSMUSG00000060742	TF037
ENSMUSG00000061455	TF010
ENSMUSG00000061455	TF033
ENSMUSG00000061455	TF036
ENSMUSG00000062272	TF000
ENSMUSG00000062272	TF014
ENSMUSG00000062272	TF017
ENSMUSG00000062646	TF017
ENSMUSG00000062646	TF025
ENSMUSG00000062646	TF038
ENSMUSG00000063350	TF019
ENSMUSG00000063350	TF021
ENSMUSG00000063350	TF038
ENSMUSG00000063362	TF011
ENSMUSG00000063362	TF022
ENSMUSG00000063362	TF035
ENSMUSG00000064351	TF006
ENSMUSG00000064351	TF019
ENSMUSG00000064351	TF034
ENSMUSG00000064354	TF014
ENSMUSG00000064354	TF017
ENSMUSG00000064354	TF019
ENSMUSG00000064357	TF001
ENSMUSG00000064357	TF002
ENSMUSG00000064357	TF029
ENSMUSG00000064436	TF005
ENSMUSG00000064436	TF029
ENSMUSG00000064436	TF034
ENSMUSG00000065080	TF021
ENSMUSG00000065080	TF034
ENSMUSG00000065080	TF038
ENSMUSG00000065371	TF031
ENSMUSG00000065371	TF034
ENSMUSG00000065371	TF038
ENSMUSG00000065469	TF006
ENSMUSG00000065469	TF017
ENSMUSG00000065469	TF021
ENSMUSG00000065601	TF010
ENSMUSG00000065601	TF011
ENSMUSG00000065601	TF019
ENSMUSG00000065815	TF010
ENSMUSG00000065815	TF023
ENSMUSG00000065815	TF030
ENSMUSG00000066241	TF015
ENSMUSG00000066241	TF018
ENSMUSG00000066241	TF027
ENSMUSG00000067336	TF010
ENSMUSG00000067336	TF019
ENSMUSG00000067336	TF021
ENSMUSG00000069441	TF017
ENSMUSG00000069441	TF030
ENSMUSG00000069441	TF035
ENSMUSG00000070509	TF022
ENSMUSG00000070509	TF025
ENSMUSG00000070509	TF038
ENSMUSG00000071650	TF006
ENSMUSG00000071650	TF007
ENSMUSG00000071650	TF010
ENSMUSG00000073489	TF014
ENSMUSG00000073489	TF019
ENSMUSG00000073489	TF023
ENSMUSG00000073725	TF016
ENSMUSG00000073725	TF030
ENSMUSG00000073725	TF037
ENSMUSG00000073792	TF028
ENSMUSG00000073792	TF037
ENSMUSG00000073792	TF038
ENSMUSG00000073915	TF018
ENSMUSG00000073915	TF029
ENSMUSG00000073915	TF038
ENSMUSG00000073932	TF001
ENSMUSG00000073932	TF009
ENSMUSG00000073932	TF018
ENSMUSG00000074892	TF002
ENSMUSG00000074892	TF034
ENSMUSG00000074892	TF036
ENSMUSG00000075094	TF006
ENSMUSG00000075094	TF010
ENSMUSG00000075094	TF029
ENSMUSG00000075470	TF008
ENSMUSG00000075470	TF010
ENSMUSG00000075470	TF034
ENSMUSG00000077677	TF005
ENSMUSG00000077677	TF022
ENSMUSG00000077677	TF033
ENSMUSG00000078656	TF003
ENSMUSG00000078656	TF018
ENSMUSG00000078656	TF039
ENSMUSG00000079426	TF010
ENSMUSG00000079426	TF029
ENSMUSG00000079426	TF031
ENSMUSG00000079550	TF018
ENSMUSG00000079550	TF026
ENSMUSG00000079550	TF038
ENSMUSG00000081724	TF007
ENSMUSG00000081724	TF026
ENSMUSG00000081724	TF029
ENSMUSG00000084527	TF022
ENSMUSG00000084527	TF034
ENSMUSG00000084527	TF035
ENSMUSG00000084737	TF011
ENSMUSG00000084737	TF030
ENSMUSG00000084737	TF033
ENSMUSG00000090894	TF007
ENSMUSG00000090894	TF023
ENSMUSG00000090894	TF038
ENSMUSG00000093806	TF013
ENSMUSG00000093806	TF030
ENSMUSG00000093806	TF035
ENSMUSG00000095677	TF013
ENSMUSG00000095677	TF018
ENSMUSG00000095677	TF027
ENSMUSG00000096757	TF015
ENSMUSG00000096757	TF030
ENSMUSG00000096757	TF035
ENSMUSG00000101480	TF025
ENSMUSG00000101480	TF030
ENSMUSG00000101480	TF034
ENSMUSG00000102692	TF010
ENSMUSG00000102692	TF031
ENSMUSG00000102692	TF034
ENSMUSG00000105621	TF006
ENSMUSG00000105621	TF035
ENSMUSG00000105621	TF039
ENSMUSG00000106935	TF013
ENSMUSG00000106935	TF030
ENSMUSG00000106935	TF037
ENSMUSG00000108827	TF003
ENSMUSG00000108827	TF010
ENSMUSG00000108827	TF030
ENSMUSG00000110648	TF007
ENSMUSG00000110648	TF032
ENSMUSG00000110648	TF039
ENSMUSG00000112690	TF001
ENSMUSG00000112690	TF006
ENSMUSG00000112690	TF010
ENSMUSG00000115338	TF025
ENSMUSG00000115338	TF030
ENSMUSG00000115338	TF039
ENSMUSG00000118664	TF001
ENSMUSG00000118664	TF004
ENSMUSG00000118664	TF034
ENSMUSG00000118769	TF002
ENSMUSG00000118769	TF007
ENSMUSG00000118769	TF039
ENSMUSG00000118773	TF007
ENSMUSG00000118773	TF019
ENSMUSG00000118773	TF026
ENSMUSG00000118816	TF001
ENSMUSG00000118816	TF022
ENSMUSG00000118816	TF023
ENSMUSG00000119131	TF021
ENSMUSG00000119131	TF023
ENSMUSG00000119131	TF034
ENSMUSG00000119240	TF006
ENSMUSG00000119240	TF029
ENSMUSG00000119240	TF037
ENSMUSG00000119342	TF013
ENSMUSG00000119342	TF014
ENSMUSG00000119342	TF029
ENSMUSG00000119353	TF003
ENSMUSG00000119353	TF022
ENSMUSG00000119353	TF030
ENSMUSG00000119869	TF018
ENSMUSG00000119869	TF021
ENSMUSG00000119869	TF026
ENSMUSG00000119895	TF005
ENSMUSG00000119895	TF010
ENSMUSG00000119895	TF030
ENSMUSG00001118662	TF013
ENSMUSG00001118662	TF014
ENSMUSG00001118662	TF031
